ID,News,Label,translated_text
FAKE_1857,ഫരീദാബാദിലെ ഒരു മെട്രോ സ്‌റ്റേഷനിൽ തീവ്രവാദ വിരുദ്ധ ഓപ്പറേഷൻ നടത്തുന്നതായി പറയപ്പെടുന്ന ദൃശ്യങ്ങളാണ്,FALSE,"It's been said that at an adhet in Fyberba, an anesthetic division is being committed by an abortion"
FAKE_1858,ശ്രീലങ്കന്‍ സ്‌ഫോടനത്തില്‍ ഉള്‍പ്പെട്ട തീവ്രവാദികള്‍ പരിശീലനം നേടിയത് കേരളത്തില്‍ നിന്ന്; ശ്രീലങ്കന്‍ സേനാമേധാവി,HALF TRUE,"During the course of the 18th century, the United States's population of the United States has grown to over 100 million, reports The New York Times of London, U.S.News & World Translation of the Holy Scriptures, U.S.News & World Translation of the Holy Scriptures, published by Jehovah's Witnesses."
FAKE_1859,സിനിമയിൽ അഭിനയിച്ചതിന് ഇസ്ലാം തീവ്രവാദികൾ മൂക്കറുത്ത ഇസ്രയേലി നടിയുടെ ഫോട്ടോ എന്ന തരത്തിൽ ഒരു ചിത്രം.,MOSTLY FALSE,A picture of Islam's picture of Israel's black nose was played in the film.
FAKE_1860,24 ന്യൂസ് ചാനലിന്റെ ലൈവ് ഷോയ്ക്കിടെ പ്രതിപക്ഷ നേതാവ് വി.ഡി സതീശനെതിരെ ലൈംഗീക അതിക്രമ ആരോപണവുമായി വനിത.,MOSTLY FALSE,"The leader of the 24th channel of the press, who has been accused of sexual immorality against the law of sexual immorality."
FAKE_1861,മുസ്ലീം ലീഗിനെ വിമര്‍ശിക്കുന്ന വി.ഡി സതീശന്‍.,HALF TRUE,It's a black hole in the Muslim leave.
FAKE_1862,കോവിഡ് വന്നിട്ടുള്ളവര്‍ അപകടത്തില്‍ മരിച്ചാലും കോവിഡ് പട്ടികയില്‍ ഉള്‍പ്പെടുത്തണമെന്ന് പ്രതിപക്ഷ നേതാവ് വി.ഡി സതീശന്‍,MOSTLY FALSE,"The leader of the Council, who has come to the hospital, wants us to mix with the dead list at the hospital, even if we die in an accident."
FAKE_1863,ആദ്യ പത്രസമ്മേളനത്തിൽ തന്നെ വർഗീയ കക്ഷിയായ ലീഗിനെ ലക്ഷ്യം വെച്ച് പുതിയ പ്രതിപക്ഷ നേതാവ് വിഡി.സതീശൻ,PARTLY FALSE,"At the first press conference, new leader of the United States."
FAKE_1864,കോണ്‍ഗ്രസിനെ ലീഗിന്റെ തടവറയില്‍ നിന്ന് രക്ഷിക്കുമെന്ന് പ്രതിപക്ഷ നേതാവ് വി.ഡി.സതീശന്‍,MOSTLY FALSE,The leader of the Council of St.
FAKE_1865,സിനിമാതാരം മഞ്ജു വാര്യരുടെ SDPI ബന്ധം പുറത്തുവന്നു എന്ന് അവകാശപ്പെടുന്ന 24ന്യൂസ് ന്യൂസ് കാർഡ്. സിഎഎ വിരുദ്ധ കലാപം നടത്താൻ വിദേശഫണ്ട് ലഭിച്ച സിനിമാ താരങ്ങളുടെ കൂട്ടത്തിൽ മഞ്ജുവാര്യരുമുണ്ട്.,MOSTLY FALSE,The 24th news reports claim that the film's connection has gone out of the film team. There are among foreign films that have been given to conflict with the U.S.A.
FAKE_1866,"രാജ്യത്തെ ഇന്ധന വില വർദ്ധിച്ചുകൊണ്ടിരിക്കുന്ന സാഹചര്യത്തിൽ അനാവശ്യ യാത്രകൾ ഒഴിവാക്കാനാണ് സർക്കാർ പെട്രോളിന് വില വർദ്ധിപ്പിച്ചത് എന്ന് കേന്ദ്ര ധനകാര്യമന്ത്രി നിർമ്മല സീതാരാമൻ പറഞ്ഞു, എന്ന് ""24 ന്യൂസ്‌ "" വാർത്ത.",MOSTLY FALSE,"The news news reports that in the country's high cost of fuel, the government's government said that the government's government had increased the cost of stock. """
FAKE_1867,"കേരളത്തിലെ ഇടതുസർക്കാരിന് കീഴിൽ സ്ത്രീകള്‍ സുരക്ഷിതരല്ലെന്നും, കേരളം അധഃപതിക്കുന്നുവെന്നും നടി മഞ്ജു വാര്യര്‍.",FALSE,"The female is not safe under the left edge of the blind, and the hearing is broken."
FAKE_1868,ബിജെപിയിൽ ചേരണമെന്ന് തോന്നിയാൽ ചേരും എന്ന് കെ. സുധാകരന്‍,FALSE,"The KDE master is aware that if you want to join the BBB, you'll join him."
FAKE_1869,എം വി ഗോവിന്ദന്‍റെ വീടിന്‍റെ ചിത്രമാണ്,FALSE,It's a picture of PPPPPPebee. It's a picture of a house in the home.
FAKE_1870,പെൺകുട്ടിയുടെ മൃതദേഹം അടങ്ങിയ സ്യൂട്ട്കേസ്‌ പിടികൂടിയ സംഭവം ലൗ ജിഹാദ്,PARTLY FALSE,The girl's body was caught by a suit and the incident took place.
FAKE_1871,"ലവ് ജിഹാദ് പ്രോത്സാഹിപ്പിക്കാനാണ് എല്‍ഡിഎഫ് സര്‍ക്കാര്‍ മിശ്രവിവാഹിതര്‍ക്ക് 30,000 രൂപ നല്‍കുന്നത്.",MOSTLY FALSE,"In order to encourage your love for each other, it's a matter of three thousand of those who're getting married to be divorced."
FAKE_1872,നടനും എംഎല്‍എയുമായ എം. മുകേഷും യുവജന കമ്മിഷന്‍ അധ്യക്ഷ ചിന്ത ജെറോമും വിവാഹിതരാകുന്നു.,FALSE,"The husband and wife are married to the Governing Body of Jehovah's Witnesses, who are now in their mid - 20 ' s and who are now in their mid - 30 ' s."
FAKE_1873,എംഎൽഎ മുകേഷ് വർമ ബിജെപി വിട്ടു.,FALSE,The PUBBP has left.
FAKE_1874,ഗാനഗന്ധര്‍വന്‍ യേശുദാസിന്റെ സഹോദരന്‍ കെ.ജെ.ജസ്റ്റിനാണിത്.,FALSE,This is K.C.I.E.L.L.L.D.'s brother Jesus.
FAKE_1875,യേശുദാസ് തന്റെ പിറന്നാളിന് ശബരിമല നടയിൽ ഹരിവരാസനം ആലപിച്ചു.,MOSTLY FALSE,"Jesus instituted a feast in the mountains of his birthday. He said: ""This means everlasting life, their taking in knowledge of you, the only true God, and of the one whom you sent forth, Jesus Christ. """
FAKE_1876,വിജയ് യേശുദാസിന്റെ മകൾ അമയ ഹരിവരാസനം എന്ന പാട്ട് പാടുന്നു,FALSE,"The victory song of the daughter of Jesus is sang with a song: ""The daughter of Jesus Christ is a song of great glory, a song of praise to the Father of our Lord Jesus Christ, and of the Son of God, and of the holy spirit, and of the holy spirit, and of the holy spirit, and of the holy spirit, and of the holy spirit, and of the glory of God, and of the glory of God, and of the glory of God, and of the glory of God, and of the glory of his glory, and of the glory of his glory, and of the glory of his great power, and of his great power, and of his great power, and of his great power, and of his great power,"
FAKE_1877,വാട്ട്സ്ആപ്പ് ഉപയോഗിക്കുന്നവർക്ക് കേരള പോലീസിന്റെ പുതിയ നിയമം.,FALSE,A new law for the deaf police to use.
FAKE_1878,ന്യൂയോർക്ക് നിലവാരത്തിലുള്ള കേരളത്തിലെ റോഡിൻ്റെ ദൃശ്യം,FALSE,The road on the road to New York's New York standard
FAKE_1879,തെലുങ്കാനയിലും ഗുജറാത്തിലുമാണ് വൈദ്യശാലയുടെ പുതിയ പ്ലാന്റുകള്‍ സ്ഥാപിക്കുന്നതെന്ന് കണ്ടംകുളത്തി ആയുര്‍വേദ വൈദ്യശാല എംഡി ഫ്രാന്‍സിസ് പോള്‍ കണ്ടംകുളത്തി വ്യക്തമാക്കി.,FALSE,"It was discovered that in São Paulo and São Paulo, there were new plans to build a new medical project."
FAKE_1880,"ക്യാമറ ഓൺ, അഭിനയം തുടങ്ങി… നല്ല കാര്യംതന്നെ …പൊതുപ്രവർത്തനത്തിന്റെ ക്ലാസിക്ക് ഉദാഹരണം",FALSE,"On the camera, I started acting... the best thing... is the example of the class of work."
FAKE_1881,രാജസ്ഥാൻ സർക്കാർ കൊണ്ടുവന്ന പുതിയ നിയമ പ്രകാരം ഒരു പള്ളിയിലെയോ മദ്രസയിലെയോ ജീവനക്കാരോട് മോശമായി പെരുമാറിയാൽ മൂന്ന് വർഷം വരെ ശിക്ഷ ലഭിക്കും.,FALSE,"According to the new law brought by the royal government, if you treat the living in one church with kindness, you will be punished for three years."
FAKE_1882,ചൈന എല്ലാ ഐഫോണും രാജ്യത്ത് നിരോധിച്ചു,FALSE,China has been banned in every I.C.I.L.D.
FAKE_1883,പരീക്ഷ എഴുതിയ വിദ്യാര്‍ത്ഥിക്ക് മാര്‍ക്കില്ല.. എഴുതാത്ത വിദ്യാര്‍ത്ഥിക്ക് ബി ഗ്രേഡ്.. എന്ന തലക്കെട്ടിലാണ് റിപ്പോര്‍ട്ടര്‍ ലൈവ് പ്രസിദ്ധീകരിച്ച വാര്‍ത്ത.,FALSE,The student who wrote the test won't be able to register. The non-proplator is in the non-pected class. The title header is published by the QDPPIDEC.
FAKE_1884,India Vision പിരിച്ചുവിട്ട റിപ്പോർട്ടർ ആണ് സികെ വിജയൻ,PARTLY FALSE,This is the CDDPPPP report.
FAKE_1885,അഫ്ഗാനിസ്ഥാന്‍ സംഘര്‍ഷത്തിന്റെ സമയത്ത് മരിച്ച റിപ്പോര്‍ട്ടര്‍ എന്ന് സിഎന്‍എന്‍ അഫ്ഗാന്‍ ട്വീറ്റ് ചെയ്തയാള്‍ യുക്രൈനില്‍ മരിച്ച ആദ്യ അമേരിക്കക്കാരന്‍ എന്ന പേരില്‍ സിഎന്‍എന്‍ യുക്രൈന്‍ അക്കൗണ്ടും പങ്കുവച്ചു.,MOSTLY FALSE,"For example, the U.S. president of the United States, who died during the time of the Hour of Resurrection, said: ""The U.S.R., the first U.S.R. period of U.D.'s death to be the world's first U.S.D., has been a part of the U.S. case for the United States."
FAKE_1886,തന്നെ ജയിലിലടച്ചാൽ ആരും സങ്കടപ്പെടരുത് എനിക്ക് മുൻപും പല മഹാന്മാരും ജയിലിൽ കിടന്നിട്ടുണ്ട് കുഴൽപണ കവർച്ചാ കേസ് അറസ്റ്റ് അടുക്കുമ്പോൾ അടവ് മാറ്റി സുരേന്ദ്രൻ: Reporter TV screenshot.,FALSE,Don't worry if anyone goes to jail before I've been in prison.
FAKE_1887,1947ന് പ്രസിദ്ധീകരിച്ച ജന്മഭൂമി ദിനപത്രത്തിലെ ബ്രിട്ടീഷ് അനുകൂല വാര്‍ത്തകള്‍.,FALSE,British results of the birth of the day published in 1947.
FAKE_1888,സർവർക്കർ മാപ്പ് പറഞ്ഞെന്ന് 1947 ൽ ജനഭൂമി വാർത്ത,FALSE,The news is that the server map said the map was announced in 1947.
FAKE_1889,എല്ലാ മാസവും വൈദ്യുതി നിരക്ക് വര്‍ധിപ്പിക്കാനുള്ള തീരുമാനവുമായി കേരള സര്‍ക്കാര്‍.,MOSTLY FALSE,"For every month, it's a matter of ten months of power and a matter of decision."
FAKE_1890,അംഗന്‍വാടി കുട്ടികള്‍ക്ക് മുട്ടയും പാലും നല്‍കുന്നതിനായി കേരള സര്‍ക്കാര്‍ ആരംഭിച്ച പോഷകബാല്യം പദ്ധതി യഥാര്‍ഥത്തില്‍ കേന്ദ്രസര്‍ക്കാര്‍ പദ്ധതിയായ അക്ഷയപാത്രയാണ്.,FALSE,"In order to give them their eggs and milk to their eggs, the director's project is a well - organized project for the director of the project."
FAKE_1891,"1996ന് ശേഷം നിര്‍മിച്ച 1000 സ്‌ക്വയര്‍ മീറ്ററിന് മുകളില്‍ വിസ്തീര്‍ണ്ണമുള്ള വീട്ടുടമകള്‍ 15,000 രൂപയും പലിശയും അടയ്ക്കാന്‍ കേരള സര്‍ക്കാര്‍ ഉത്തരവ്.",MOSTLY FALSE,"After 1996, 1,000 - square - foot - high - high - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - high - wide [5,000 m] - foot - high - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] - foot - wide [5,000 m] [5,000 m] - foot - foot - wide [5,000 m] - wide [5,000 m] house - wide [5,000 m] house - wide [5,000 m] mined [18 m] miners] miners] bankers] decided to burn interest of interest and interest for interest on interest on interest."
FAKE_1892,"മുസ്ലീം വിദ്യാര്‍ഥികള്‍ക്ക് ഉയര്‍ന്ന ലംപ്‌സം ഗ്രാന്റും, മുസ്ലീം സ്‌കൂളുകള്‍ക്ക് പ്രത്യേക സാമ്പത്തിക സഹായവും നല്‍കി കേരള സര്‍ക്കാര്‍.",MOSTLY FALSE,"In the United States, for example, the number of people with whom we have studied the Bible has increased from two to four years to a half."
FAKE_1893,കേരള സര്‍ക്കാറിനു കീഴിലുള്ള പൊന്നാനി ICSR ല്‍ സംവരണ തത്വങ്ങള്‍ പാലിക്കാതെ മുസ്ലീംങ്ങള്‍ക്ക് 50% സീറ്റ് സംവരണം. മറ്റി വിഭാഗങ്ങള്‍ക്ക് സംവരണമില്ല.,HALF TRUE,"In addition, there are 50% of Muslim seat seats that don't support the values of the IPOOO system. There are no other group of groups."
FAKE_1894,ചട്ടമനുസരിച്ച് മൺകൂജയിൽ കുടിവെള്ളവും തുപ്പൽ കോളാമ്പികളും തൊഴലാളികൾക്കു നൽകിയില്ല എന്നതാണ് കിറ്റക്‌സ്സിനെതിരെ കേരളസർക്കാർ കണ്ടെത്തിയ പ്രശ്നങ്ങളെന്ന് വ്യവസായമന്ത്രി പി. രാജീവ് പറഞ്ഞു.,FALSE,"According to the law, there were no drinking water and water on the ground, which was found to be found by the press's staff, says the Ministry of Life."
FAKE_1895,കേരളത്തിൽ വിതരണം ചെയ്ത മുഴുവൻ കോവിഡ് വാക്സിനും കേന്ദ്ര സർക്കാർ സൗജന്യമായി നൽകിയതാണ്‌.,MOSTLY FALSE,The government gave the total distribution of all that was distributed on the street and gave it free of charge.
FAKE_1896,"മുസ്ലിം സമുദായത്തിൽനിന്നുള്ള വനിതാ അധ്യാപകർക്ക് പ്രസവത്തിനായി കേരളസർക്കാർ 15, 000 രൂപ വീതം രണ്ടുതവണ ധനസഹായം നൽകുന്നു.",MOSTLY FALSE,A woman from the Muslim community gives birth to her teachers two times as much money as she can about 15 thousand times as much as she can.
FAKE_1897,സർക്കാർ ആശുപത്രിയിൽ ഇനിമുതൽ സൗജന്യ ചികിത്സയില്ല.,MOSTLY FALSE,The government hospital is no longer free.
FAKE_1898,ഹോളണ്ടിൽ നിർമ്മിച്ച ഓറഞ്ചിൽ നിന്നുള്ള ഗണേശ ശില്പം,FALSE,"From the village that was built at Kaddi, Odddddddddal."
FAKE_1899,ബീഫ് കഴിക്കാനുള്ള സ്വാതന്ത്ര്യത്തിന് പകരമായി വോട്ട് ചോദിക്കുന്ന കോണ്ഗ്രസാണ് കേരളത്തിലെ പോസ്റ്ററിലുള്ളത്.,FALSE,A vote for the freedom of beer is called for by the Master of the Red Sea.
FAKE_1900,കണ്ണൂരില് റൊണാള്ഡോ ആരാധകര് സ്ഥാപിച്ച പോര്ച്ചുഗീസ് പതാക കീറിയ ആളെ കാണിക്കുന്ന ചിത്രം,FALSE,The picture of the flag is set up by the Europeans and the flag is torn apart by the flag of Jehovah's Witnesses.
FAKE_1901,ഫോട്ടോയ്ക്ക് പോസ് ചെയ്ത് കേരള വനിതാ പോലീസ്,FALSE,She's a police cop for pictures.
FAKE_1902,ശബരിമല ഭക്തനെ ആക്രമിച്ച് പോലീസ്,FALSE,The police attacked the God-fearing police.
FAKE_1903,ഉത്തരേന്ത്യക്കാര് ക്രിമിനലുകളായതിനാല് വീട്ടില് വസ്ത്രം വില്ക്കാന് അനുവദിക്കരുതെന്ന് മുന്നറിയിപ്പുമായി കേരള പോലീസ്,FALSE,"Because the North Europeans don't want to wear clothes at home, the police are warned not to allow them to wear clothes at home."
FAKE_1904,കമ്യൂണിസ്റ്റ് സര്ക്കാരിനെതിരെ പ്രതിഷേധിച്ച ബിജെപി പ്രവര്ത്തകനെ കേരള പോലീസ് റോഡില് കെട്ടിയിട്ടതായി ചിത്രം.,HALF TRUE,The picture was held on the police police station that opposed the Communist staff.
FAKE_1905,ശബരിമല ഭക്തന് മരിച്ചത് പൊലീസിന്റെ നടപടിയെ തുടര്ന്ന്,FALSE,The Kabba God-fearing died and continued the operation of the police.
FAKE_1906,സൈബർ തട്ടിപ്പുമായി ബന്ധപ്പെട്ട് കേരള പൊലീസ് സോഷ്യൽ മീഡിയയിൽ ജാഗ്രതാ നിർദേശം നൽകി.,FALSE,The police advised the police to be on guard on social media.
FAKE_1907,ശബരിമലയിൽ പൊലീസുകാരന്റെ വേഷം കെട്ടി സി.പി.എം പ്രവർത്തകൻ ഭക്തരെ മർദ്ദിച്ചു,FALSE,"The police dressed in a police man's role in the Kabbbba, who was persecuted by the U.S.A."
FAKE_1908,വന്ദേ ഭാരത് ട്രെയിയ്നുനേരെ ആന്ധ്രപ്രദേശിൽ ആക്രമണശ്രമം.,MOSTLY FALSE,"It was the first time that we got to our home, but we had to leave the city and move to the south, where we had to go."
FAKE_1909,കര്‍ണാടകയില്‍ മുസ്ലീം വനിതയ്ക്ക് യാത്ര ചെയ്യാന്‍ ബസ് നിര്‍ത്താത്തതിനെത്തുടര്‍ന്ന് ബസിന് നേരെ കല്ലെറിയുന്നു,MOSTLY FALSE,"He's throwing a bus to the Muslim lady at the beach, and he's throwing a gun on those who didn't want to stop the bus."
FAKE_1910,അമിതമായ മൊബൈല്‍ ഫോണ്‍ ഉപയോഗം കൊണ്ട് മസ്തിഷ്‌ക രോഗം സംഭവിച്ച കുട്ടി.,MOSTLY FALSE,The child's brain disease caused by the use of a soft mobile phone.
FAKE_1911,മധ്യപ്രദേശിൽ പൊലീസ് വനിതകളെ മർദ്ദിക്കുന്നു.,FALSE,"In the middle of the city, police are being persecuted by women."
FAKE_1912,തമിഴ് ഡ്രൈവറെ കർണാടകയിൽ ആക്രമിക്കുന്ന വീഡിയോ.,HALF TRUE,The video that attacks the driver on the front door is the video that attacks the driver.
FAKE_1913,പ്രളയകാലത്ത് സഹായവുമായി ആര്എസ്എസ് പ്രവര്ത്തകര്,FALSE,RSS activity with help during the Flood
FAKE_1914,2018ലെ പ്രളയത്തിന് ശേഷം മദ്യം വാങ്ങാന് കേരളത്തില് നീണ്ട ക്യൂ,FALSE,After the Flood in 2018 B.C.E.
FAKE_1915,അട്ടപ്പാടിയിൽ ആൾക്കൂട്ട കൊലപാതകത്തിന് ഇരയായ മധുവിൻ്റെ ചിത്രം.,FALSE,The picture of a man who was killed in a mob accident.
FAKE_1916,പ്രളയദുരിതാശ്വാസത്തിനായി കേരളത്തിന് 25 കോടി രൂപ നല് കി ബി.ജെ.പി മന്ത്രിമാര്,FALSE,B.C.I.E.L.L.D.'s 25 million rupees for the Flood of the Flood
FAKE_1917,പ്രളയദുരിതാശ്വാസത്തിന് കേരളത്തിന് 700 കോടി രൂപ വാഗ്ദാനം ചെയ്ത് യു.എ.ഇ.,MOSTLY FALSE,The U.S.A. promised 500 million dollars for the Flood.
FAKE_1918,മുല്ലപ്പെരിയാര് അണക്കെട്ടില് വിള്ളല്,FALSE,In the Amiamian Shella Shella
FAKE_1919,മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ കുടുംബത്തോടൊപ്പം നിൽക്കുന്ന സ്വപ്ന സുരേഷിന്റെ ചിത്രം,FALSE,The dreamer's dream is standing with his family as head of the chief minister.
FAKE_1920,"സ്വര്ണക്കടത്ത് കേസിലെ മുഖ്യപ്രതി സ്വപ്ന സുരേഷ് യഥാര്ത്ഥത്തില് ഒരു മുസ്ലീമാണ്, യഥാര്ത്ഥ പേര് മുംതാസ് ഇസ്മയില് എന്നാണ്.",FALSE,"The main dream of the island's south coast is a Muslim, named Adam and Eve."
FAKE_1921,ഫേസ്ബുക്ക് പോസ്റ്റിലൂടെയാണ് മന്ത്രിമാരെ തുറന്നുകാട്ടുമെന്ന് സ്വർണക്കടത്ത് കേസിലെ മുഖ്യപ്രതി സ്വപ്ന സുരേഷ് ഭീഷണി മുഴക്കിയത്.,FALSE,The most important dream on the golden bank was that the Ministers would be exposed by the F.B.I.E.B.I.D.'s post office.
FAKE_1922,തിരുവനന്തപുരം: സ്വര്ണക്കടത്ത് കേസ് പ്രതി സ്വപ്ന സുരേഷിന്റെ കൈപ്പത്തിയില് മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ പേര്.,FALSE,The Council's chief minister has succeeded in his victory at the University of São Paulo.
FAKE_1923,കഴിഞ്ഞ മാസം മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ മകളുടെ വിവാഹത്തിൽ സ്വർണക്കടത്ത് കേസിലെ മുഖ്യപ്രതി സ്വപ്ന സുരേഷ് പങ്കെടുത്തിരുന്നു.,FALSE,"Last month, the prime minister's daughter, her daughter, had a dream on the golden bank for her daughter's success."
FAKE_1924,പ്രളയാനന്തര ചെലവുകളായി മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ പഴയ വിമാനവിവരങ്ങള് മാതൃഭൂമി പ്രസിദ്ധീകരിച്ചു,FALSE,The main minister of the Flood after the Flood published an old flight account of success
FAKE_1925,കോവിഡ് 19 പ്രതിരോധ മന്ത്രി പിണറായി വിജയനെ മെൽബണിൽ ആദരിച്ചു,HALF TRUE,Cotch 19 The Minister honored the victory in Mebbba
FAKE_1926,കേരള മുഖ്യമന്ത്രി പിണറായി വിജയനോടുള്ള ആദരസൂചകമായി ശ്രീലങ്കൻ സർക്കാർ തപാൽ സ്റ്റാമ്പ് പുറത്തിറക്കി.,FALSE,"According to the newspaper The New York Times of London, ""the most important reason for success in the history of the U.S. government was that it was the first time in the 20th century of the 20th century. "" — The New World Translation of the Holy Scriptures, by J. D.C.A., published by Jehovah's Witnesses."
FAKE_1927,പ്രധാനമന്ത്രിയുടെ അഭ്യര്ത്ഥന പ്രകാരം കേരള മുഖ്യമന്ത്രി കുടുംബത്തോടൊപ്പം മെഴുകുതിരി കത്തിക്കുന്നതായി ചിത്രം.,FALSE,"According to the prime minister's request, the minister's house is burned with fire."
FAKE_1928,ഓണത്തോടനുബന്ധിച്ച് കേരളത്തിൽ അലങ്കരിച്ച റെയിൽവേ സ്റ്റേഷൻ,FALSE,A station that was well - known in the front of the front door
FAKE_1929,വർണ്ണാഭമായ ഈ വന്ദേഭാരത് ട്രെയിൻ ഓണം സ്പെഷ്യലായി കേരളത്തിൽ ഓടുന്നു.,FALSE,It's a blue color-like train running in the space of space.
FAKE_1930,കാസര്കോട്: ഓണം ആഘോഷിച്ചതിന്റെ പേരില് കാസര്കോട് സര്ക്കാര് സ്കൂളിലെ മുസ്ലിം പെണ്കുട്ടികളെ തിരിച്ചയച്ചു.,FALSE,The Muslims were sent back to the Muslim school for celebrating.
FAKE_1931,കൊച്ചിയില് ബുര്ഖ ധരിച്ച മുസ്ലീം യുവാവ് സ്ത്രീകളുടെ ശുചിമുറിയില് കയറി രഹസ്യമായി സ്ത്രീകളുടെ വീഡിയോ എടുക്കാന് തുടങ്ങി. മാളിലെ സെക്യൂരിറ്റി ജീവനക്കാര് ഇയാളെ കണ്ടയുടനെ ബഹളമുണ്ടായി. തുടർന്ന് പ്രതിയായ മുസ്ലിമിനെ പൊലീസിന് കൈമാറി.,FALSE,"The young man, who was wearing a kid, began to get dressed in her clothes and start taking a video on women's face, and the friends of the security staff came to him and sent him to the police officer."
FAKE_1932,സ്ത്രീകളുടെ ശുചിമുറിയിൽ നിന്ന് ബുർഖ ധരിച്ച ഒരു മുസ്ലീം യുവാവ് റെക്കോർഡിംഗുകൾ എടുക്കുന്നതായി വൈറൽ വീഡിയോയിൽ കാണാം.,MOSTLY FALSE,A young man dressed in a cleaning room in the bathroom of women's clean room is found in a video.
FAKE_1933,2023 ഏപ്രിലിൽ പ്രധാനമന്ത്രി മോദിയുടെ സന്ദർശന വേളയിൽ കൊച്ചിയിലെ റോഡുകളിൽ തടിച്ചുകൂടിയ വൻ ജനക്കൂട്ടത്തിന്റെ ചിത്രം,FALSE,"In April 2023, when the prime minister's visit was visited by a large crowd of people on the street"
FAKE_1934,കണ്ണൂര് വിമാനത്താവളത്തില് പവര് ബാങ്ക് പൊട്ടിത്തെറിച്ച് യുവാവിന് തീപിടിച്ചു,FALSE,"His eyes were at the airport, and the bank hit the young man with fire."
FAKE_1935,രാഹുല് ഗാന്ധിയുടെ മണ്ഡലമായ വയനാട്ടിലെ കോണ്ഗ്രസ് ഓഫീസാണ് പച്ചനിറത്തിലുള്ള കെട്ടിടം.,FALSE,"The green building is the center office at the center of Gandhi, the center of India."
FAKE_1936,വയനാട് സുതന് ബത്തേരിയില് പെട്രോളും ഡീസലും നിരസിച്ചതിനെ തുടര്ന്ന് പെട്രോള് പമ്പുകള് സൈന്യം പിടിച്ചെടുത്തു.,FALSE,The German army took advantage of the war force that continued refusing to take up arms against the war force.
FAKE_1937,രാഹുല് ഗാന്ധിയുടെ മണ്ഡലമായ വയനാട്ടില് ബാബാസാഹേബ് അംബേദ്കറുടെ പ്രതിമ തകര് ക്കപ്പെട്ടു.,FALSE,"The image of Abel Abel Abel was broken down at the center of Gandhi, the capital of Gandhi."
FAKE_1938,വയനാട്ടിലെ കോണ്ഗ്രസ് പോസ്റ്ററില് രാഹുല് ഗാന്ധിയുടെ പേര് 'രാഹുല് ഗാന്ധി' എന്നെഴുതിയിരുന്നു.,FALSE,"He wrote the name of Gandhi, the corner of Lessa, written by the name of Gandhi."
FAKE_1939,സംവിധായകന് രാജ്കുമാര് പെരിയസാമിയും നടി സായി പല്ലവിയും വിവാഹിതരായി.,FALSE,The director's royal wife - in - law was married to his teeth and teeth to his teeth.
FAKE_1940,"മുൻ പ്രധാനമന്ത്രി ജവഹർലാൽ നെഹ്റു മുൻ രാഷ്ട്രപതി രാജേന്ദ്ര പ്രസാദിനെ മാറ്റിനിർത്തി, അതിനാൽ ഇന്ത്യൻ ഭരണഘടനയിൽ ഒപ്പിട്ട ആദ്യത്തെ വ്യക്തിയായി അദ്ദേഹം മാറി.",FALSE,"He became the first man to sign in the Indian Empire, in the former prime of the state of Jerusalem."
FAKE_1941,"ഇന്ത്യൻ ഭരണഘടനയുടെ ആർട്ടിക്കിൾ 330, 342 പ്രകാരം പട്ടികജാതി/ പട്ടികവർഗ/ ഒബിസി വിഭാഗങ്ങൾ ഹിന്ദുക്കളല്ല.",FALSE,"The Indian revolution of 330, according to 342, is not a list of Muslims."
FAKE_1942,അംബേദ്കറുടെ ഭരണഘടന ലോകത്തിലെ ഏറ്റവും മികച്ചതാണെന്ന് യുഎൻ സെക്രട്ടറി ജനറൽ അന്റോണിയോ ഗുട്ടെറസ് പറഞ്ഞു.,FALSE,The UN secretary of the U.S. secretary of the United States stated that Abel's revolution was the best of the world.
FAKE_1943,ഭരണഘടനയുടെ ആദ്യ പേജില് ഇന്ത്യയെ പ്രശംസിച്ചുകൊണ്ടാണ് ഇസ്രായേല് വിശേഷിപ്പിച്ചത്.,FALSE,The first page of the revolution was called Israel by praising India.
FAKE_1944,ആര് .എസ്.എസുകാര് ഇന്ത്യന് ഭരണഘടന കത്തിക്കുന്നു,FALSE,The U.S.I.S.D. kindles India's revolution.
FAKE_1945,സുരേഷ് ഗോപി കാസര്‍ഗോഡ് മുതല്‍ പാറശാല വരെ പദയാത്ര നടത്തുമെന്ന് കെ.സുരേന്ദ്രന്‍ പറഞ്ഞു,FALSE,K.K.I.E.L.L.D. said that he would travel to the Rocks of São Paulo.
FAKE_1946,പത്തനംതിട്ടയിലെ എൻ.ഡി.എ സ്ഥാനാർത്ഥി കെ.സുരേന്ദ്രന് വോട്ട് ചെയ്യാനെത്തിയ പ്രവാസികളുടെ ചിത്രം,FALSE,The image of the prisoners who came to vote for the D.D.R.R.R.R.R.R.R.R.R.'s office is the picture of the prisoners who came to vote.
