ID,News,Label
FAKE_1992,പകൽ സമയത്ത് ദൃശ്യമാകുന്ന ചന്ദ്രൻ ഭൂമി പരന്നതാണെന്ന് തെളിയിക്കുന്നു,FALSE
FAKE_1993,കേരളത്തില് നിന്നുള്ള സൈനികനെ ഒരു സംഘം ആളുകള് ആക്രമിച്ചു. അവർ അവന്റെ പുറകിൽ 'പിഎഫ്ഐ' എന്ന അക്ഷരങ്ങൾ വരച്ചു,FALSE
FAKE_1994,നമുക്ക് ഇതിനെയൊക്കെ അക്ഷരം തെറ്റാതെ വിളിക്കാന്‍ കഴിയും സ്‌പൈഡര്‍മാന്‍,FALSE
FAKE_1995,വൈറൽ പോസ്റ്റിലെ മനുഷ്യൻ അടുത്തിടെ കേരളത്തിൽ ഗർഭിണിയായ ആനയെ കൊന്നിരുന്നു.,MOSTLY FALSE
FAKE_1996,ആനയുടെ തുമ്പിക്കൈക്കടിയിൽ പോയ പുള്ളിപ്പുലിയുടെ കഥയും കേരളത്തിൽ രണ്ട് ആനകൾ തമ്മിൽ പൊട്ടിപ്പുറപ്പെട്ട പോരാട്ടത്തിന്റെ കെട്ടുകഥയും,FALSE
FAKE_1997,കേരളത്തില് ഗര് ഭിണിയായ ആനയെ രണ്ട് മുസ്ലീം യുവാക്കള് കൊന്നു,FALSE
FAKE_1998,ആന ചരിഞ്ഞ കേസില് അംസത്ത് അലിയും തമീം ഷെയ്ഖും അറസ്റ്റില്,FALSE
FAKE_1999,2021 ലെ നിയമസഭാ തിരഞ്ഞെടുപ്പിൽ അധികാരത്തിൽ വന്നാൽ നല്ല ഗുണനിലവാരമുള്ള ബീഫ് വാഗ്ദാനം ചെയ്ത് ബിജെപി സ്ഥാനാർത്ഥി,FALSE
FAKE_2000,ആഭ്യന്തര ട്വന്റി-20യില് മുംബൈക്കെതിരെ വെറും 37 പന്തില് സെഞ്ച്വറി നേടിയ മലയാളി ക്രിക്കറ്റ് താരം അസ്ഹറുദ്ദീന് ഇസ്ലാമോഫോബിയയുടെ ഉദാഹരണമായി 'കേരളത്തില് ജനിച്ച മുസ്ലിം ബാലന് മുംബൈ സ്ഫോടനം' എന്ന തലക്കെട്ടില് വാര്ത്ത നല്കി.,FALSE
FAKE_2001,കര്‍ണാടക പി.യു.സി പരിക്ഷയില്‍ ഒന്നാം സ്ഥാനം നേടിയത് ഹിജാബ് സമര നായിക മുസ്കാന്‍ ഖാൻ.,FALSE
FAKE_2002,അടിച്ചമര്‍ത്താന്‍ കേന്ദ്ര സേന എത്തുമെന്ന് പറഞ്ഞതിനാല്‍ വിഴിഞ്ഞം സമരം അവസാനിപ്പിച്ചു.,HALF TRUE
FAKE_2003,2017ല്‍ കാനഡ അഭയം കൊടുത്ത മുസ്ലീം അഭയാര്‍ഥികള്‍ ഇപ്പോള്‍ കനേഡിയന്‍ പാര്‍ലമെന്റ് ഹൗസില്‍ കടന്ന് കൂടി പ്രതിഷേധം നടത്തുകയാണ്.,MOSTLY FALSE
FAKE_2004,വിഴിഞ്ഞം തുറമുഖ നിര്‍മാണത്തിനെതിരെ നടത്തിവന്ന നിരാഹാര സമരം ഭക്ഷണം നല്‍കാത്തതിനെ തുടര്‍ന്ന് അവസാനിപ്പിച്ചു.,HALF TRUE
FAKE_2005,പാർട്ടിയുടെ കൊടിക്ക് മഹത്വം ഉണ്ടെന്നും സംരംഭങ്ങളുടെ മുന്നിൽ നാട്ടാനുള്ളതല്ലെന്നും അതെന്നും പി രാജീവ്,FALSE
FAKE_2006,പിഐബി അക്രഡിറ്റേഷന്‍ പട്ടികയില്‍ നിന്നു മീഡിയവണ്‍ മാധ്യമത്തെ ഒഴിവാക്കി,FALSE
FAKE_2007,തമിഴ്‌നാട്ടിൽ കണ്ടെത്തിയ മിമിക്രി ചെയ്യുന്ന പക്ഷി.,FALSE
FAKE_2008,കടകൾ കത്തിക്കുന്ന വീഡിയോ തമിഴ്നാട്ടിൽ നിന്നുള്ളതാണ്.,FALSE
FAKE_2009,തമിഴ്‌നാട്ടിൽ നാട്ടുകാരും ഒരു സംഘം ഹിന്ദി സംസാരിക്കുന്നവരും തമ്മിൽ സംഘർഷം പൊട്ടിപ്പുറപ്പെട്ടു,HALF TRUE
FAKE_2010,എല്ലാവർഷവും പിത്ര പക്ഷത്തിൽ പ്രത്യക്ഷപ്പെടുകയും ദീപാവലിയോടെ വറ്റി അപ്രത്യക്ഷമാകുകയും ചെയ്യുന്ന ദക്ഷിണേന്ത്യയിലെ നദിയാണ് ഇത് ..,FALSE
FAKE_2011,ബിജെപിയില്‍ ചേര്‍ന്നത് തെറ്റായിപ്പോയെന്ന് ഇ ശ്രീധരന്‍,FALSE
FAKE_2012,മെട്രോമാൻ ഇ ശ്രീധരൻ ഐക്യരാഷ്ട്രസഭ ഉപദേശക സമിതിയിൽ,PARTLY FALSE
FAKE_2013,വൈറ്റിലയിലെ ഗതാഗതക്കുരുക്കിൽനിന്ന് ശാശ്വത പരിഹാരം ലഭിക്കാൻ മെട്രോമാൻ ഈ ശ്രീധരൻ തയ്യാറാക്കിയ മേൽപ്പാലത്തിന്റെ രൂപരേഖ.,MOSTLY FALSE
FAKE_2014,ഇ ശ്രീധരനെ ഐക്യരാഷ്ട്രസഭ ഉപദേശക സമിതി അംഗമായി നിയമിച്ചു,HALF TRUE
FAKE_2015,മലപ്പുറത്ത് മാസ്‌ക് വയ്ക്കാത്തതിന്റെ പേരില്‍ വയോധികയ്ക്ക് പോലീസ് പിഴ നല്‍കി,MOSTLY TRUE
FAKE_2016,തലശേരിയില്‍ ബോംബ് സ്‌ഫോടനത്തില്‍ സിപിഎം പ്രവര്‍ത്തകന്റെ കൈപ്പത്തി അറ്റുപോയതായി വാര്‍ത്ത,MOSTLY FALSE
FAKE_2017,തലശേരി അതിരൂപതയിലെ സ്‌കൂളുകളില്‍ മദ്രസ പഠനം,FALSE
FAKE_2018,1971-72 ലെ തലശ്ശേരി വർഗീയ കലാപത്തിൽ കേരള മുഖ്യമന്ത്രി പിണറായി വിജയനെ അജിത് ഡോവൽ അറസ്റ്റ് ചെയ്തു,FALSE
FAKE_2019,ണ്ണൂർ തലശ്ശേരിയിൽ കാറിൽ ചാരിനിന്നു എന്ന കുറ്റത്തിന് ആറുവയസ്സുള്ള കുട്ടിയെ നിര്‍ദ്ദയം ചവിട്ടി പരിക്കേറ്റ കുട്ടിയായ ഗണേഷിനെ ചിത്രം,FALSE
FAKE_2020,തലശേരി ഇന്ധിരാഗാന്ധി സഹകരണ ആശുപത്രിയിലെ വിജയത്തിനു ശേഷം കോണ്‍ഗ്രസിനെതിരെ കോണ്‍ഗ്രസുകാര്‍ തന്നെ പ്രതിഷേധിക്കുന്നു.,MOSTLY FALSE
FAKE_2021,"ഉത്തർപ്രദേശ് മുഖ്യമന്ത്രി യോഗി ആദിത്യനാഥിനൊപ്പമുള്ള തലശ്ശേരി എം.എൽ.എ, എ.എൻ ഷംസീറിന്റെ സെൽഫി",HALF TRUE
FAKE_2022,"ഷാഹീൻബാദിലെ മുൻ എം എൽ എയുടെ അനുയായികൾ ""പാക്കിസ്ഥാൻ സിന്താബാദ്"" എന്ന മുദ്രാവാക്യം ഉയർത്തി.",FALSE
FAKE_2023,ഭാരത് ജോഡോ യാത്രയില്‍ പാക് അനുകൂല മുദ്രാവാക്യം വിളിച്ചത് ചോദ്യം ചെയ്ത പൊലീസുകാരനെ മര്‍ദ്ദിക്കുന്നു.,HALF TRUE
FAKE_2024,സിഎഎ സമരത്തില്‍ പാകിസ്ഥാന്‍ മുദ്രാവാക്യം വിളിച്ച അമൂല്യ ലിയോണ രാഹുല്‍ ഗാന്ധിക്കൊപ്പം ഭാരത് ജോഡോ യാത്രയില്‍.,FALSE
FAKE_2025,പാക് അസ്സംബ്ലിയില്‍ മോദി-മോദി മുദ്രാവാക്യങ്ങള്‍ വിളിച്ചു,FALSE
FAKE_2026,പാകിസ്ഥാൻ എംപിമാർ മോദി അനുകൂല മുദ്രാവാക്യം വിളിക്കുന്നു.,FALSE
FAKE_2027,കാർഷിക സമരത്തിനിടയിൽ പ്രക്ഷോഭകാരികൾ ദേശീയ പതാകയുടെ മുകളിൽ കയറിനിന്ന് ഖാലിസ്ഥാനി മുദ്രാവാക്യങ്ങൾ വിളിച്ചു,MOSTLY FALSE
FAKE_2028,പാക്കിസ്ഥാൻ ക്രിക്കറ്റ് ടീമിന്റെ ആരാധകർക്കൊപ്പം പാക്കിസ്ഥാൻ അനുകൂലവും മോദി വിരുദ്ധവുമായ മുദ്രാവാക്യങ്ങൾ വിളിക്കുന്ന ഒരു സ്ത്രീയുടെ വീഡിയോ.,HALF TRUE
FAKE_2029,ഉജ്ജയിനിയിലെ പള്ളിയുടെ മുന്നിൽ ദേശ സ്നേഹ മുദ്രാവാക്യം,FALSE
FAKE_2030,മുസ്ലീം ലീഗ് റാലിയില്‍ മുദ്രാവാക്യം വിളിക്കുന്ന ചെറുപ്പക്കാരന്‍ കഴിഞ്ഞദിവസം കൊല്ലപ്പെട്ട മന്‍സൂറല്ല,FALSE
FAKE_2031,മാക്സിമം ഇത് എല്ലാവരിലേക്ക് എത്തുവാൻ എല്ലാവരും ഷെയർ ചെയ്യുക,HALF TRUE
FAKE_2032,മുല്ലപ്പെരിയാർ ഡാം തകരും ഞെട്ടിക്കുന്ന റിപ്പോർട്ട് ഇതാ ഡാം തുറക്കുന്ന വീഡിയോ ദൃശ്യം Mullaperiyar,HALF TRUE
FAKE_2033,"ഉത്തർ പ്രദേശിൽ ഒരു സർക്കാർ ഓഫീസിൽ ഉദ്യോഗസ്ഥൻ കർഷകരോട് കൈക്കൂലി ആവശ്യപ്പെട്ടു.. കർഷകർ 40 പാമ്പുകളെ കവറിലാക്കി അഴിച്ച് വിട്ട് ഓഫീസിന്റെ വാതിൽ പുറത്ത് നിന്ന് അടച്ചു, ഇനി ജീവിതത്തിൽ കൈക്കൂലി വാങ്ങിക്കില്ലെന്ന് കേണപേക്ഷിച്ചിട്ടാണെത്രേ ഉദ്യോഗസ്തരെ കർഷകർ രക്ഷപ്പെടുത്തിയത്. ഇങ്ങനെ രസകരമ...",HALF TRUE
FAKE_2034,"പൊതുമുതൽ മോഷ്ടിക്കുന്നതിന്റെ നേർച്ചിത്രം... 11 ലക്ഷത്തിന്റെ സർക്കാർ ബസ് വെയിറ്റിംഗ് ഷെഡും, 1,22,700 രൂപക്ക് നാട്ടുകാർ നിർമിച്ച ബസ് വെയിറ്റിംഗ് ഷെഡും. വികസനത്തിന്റെ പേരിൽ രാഷ്ട്രീയക്കാർ അടിച്ചു മാറ്റുന്ന കോടികൾ എത്രയാണെന്നും എത്ര ലാഘവത്തോടെയാണ് പൊതു ഖജനാവ് കൊള്ളയടിക്കുന്നതെന്നും ...",FALSE
FAKE_2035,Claim by പീഡിപ്പിക്കപ്പെട്ട 5 വയസ്സുകാരിയേയും കൊണ്ട് പാർലിമെന്റിന് ചുറ്റും അലറി വിളിച്ചുകൊണ്ട് നടക്കേണ്ടി വരുന്ന ഒരു പിതാവിന്റെ അവസ്ഥ.... ഈ രാജ്യത്ത് സാധാരണക്കാരന്റെ ജീവിതം എങ്ങോട്ടാണെന്നതിന്റെ വ്യക്തമായ സൂചനയാണ്.... ബേട്ടീ ബച്ചാവോ 😡:,FALSE
FAKE_2036,"കൊല്ലത്ത് ഇന്ത്യൻ സൈനികനെ ഇ.സ്ലാമിക തീവ്ര-വാദികൾ മർദിച്ചു, ശരീരത്തിൽ #PFI എന്നെഴുതി.",FALSE
FAKE_2037,,FALSE
FAKE_2038,This leopard drank desi liquor from a bhatti of desi daru. Villagers had to drop him to his abode. സന്ദേശം: ഈ etiquette നല്ല മദ്യപരും പിന്തുടരേണ്ടതാണ്.. ഇവിടെയുള്ളവൻ പൂസായാൽ അവനെ വീട്ടിൽ സുരക്ഷിതമായി എത്തിക്കണം!,FALSE
FAKE_2039,മികച്ച ആഭ്യന്തരമന്ത്രിക്കുള്ള പുരസ്‌ക്കാരം മുഖ്യമന്ത്രി പിണറായി വിജയന്‍ ഏറ്റുവാങ്ങുന്നു.,MOSTLY FALSE
FAKE_2040,കുഴഞ്ഞുവീണ യുവാവിനെ തോളിലേടുത്ത് ആശുപത്രിയിലെത്തിക്കാന്‍ നേതൃത്വം നല്‍കിയ പൊലീസ് ഇന്‍സ്‌പെക്ടര്‍ രാജേശ്വരിക്ക് രക്ഷാപ്രവര്‍ത്തനത്തിന് ലഭിച്ച അവാര്‍ഡ്.,HALF TRUE
FAKE_2041,ലോകത്തിലെ ഏറ്റവും ആരോഗ്യപ്രദമായ പ്രഭാതഭക്ഷണത്തിനുള്ള UNESCO പുരസ്കാരം പഴങ്കഞ്ഞിക്ക് ലഭിച്ചു.,FALSE
FAKE_2042,ഉദിത് രാജിന്റെ വീഡിയോ,HALF TRUE
FAKE_2043,പ്രധാനമന്ത്രി മോദിയുടെയും കോൺഗ്രസ് നേതാവ് രാഹുൽ ഗാന്ധിയുടെയും എഡിറ്റ് ചെയ്ത ഫോട്ടോകൾ സമൂഹമാധ്യമങ്ങളിൽ വൈറലാകുന്നു,FALSE
FAKE_2044,"ജിന്ന എപ്പോഴും ശരിയായിരുന്നു. എന്തൊരു ധീരയായ പെൺകുട്ടി. അവളുടെ ധീരതയെ അഭിവാദ്യം ചെയ്യുക, റാണാഅയ്യൂബ്. അല്ലാഹു അവളോടൊപ്പം ഉണ്ടാകട്ടെ",FALSE
FAKE_2045,സിപിഎം പരിപാടിയിൽ നിന്നും വിലക്കി കോൺഗ്രസ്സ് തരൂരിനെ ബിജെപി നേതാവിനൊപ്പമുള്ള പരിപാടിയിൽ അയച്ചു.,PARTLY FALSE
FAKE_2046,സന്ദീപ് വാര്യർ സദാചാര പോലീസിങ്ങിന് വിധേയനായി,FALSE
FAKE_2047,രാഹുല്‍ ഗാന്ധി ദേശ വിരുദ്ധ പ്രവർത്തനങ്ങള്‍ ചെയ്തുവെന്ന ആരോപണം നേരിടുന്ന അമൂല്യ ലിയോണയെ കണ്ടു,FALSE
FAKE_2048,"നോക്കിയ സ്മാർട്ട്ഫോൺ 2020 എന്ന പേജ് പങ്കിട്ട ഒരു സോഷ്യൽ മീഡിയ പോസ്റ്റ് ഇപ്രകാരമാണ്: “എല്ലാവർക്കും ഹായ്, ഈ മഹാമാരിയാൽ 2000 ഫോണുകൾ ആളുകൾക്ക് നൽകാൻ നോക്കിയ തയ്യാറാണ്.",FALSE
FAKE_2049,ബ്രൂസ് ലീ നഞ്ചാക്കസിനൊപ്പം 2v1 ടേബിൾ ടെന്നീസ് കളിക്കുന്നത് വീഡിയോ കാണിക്കുന്നു.,FALSE
FAKE_2050,20 വർഷത്തിന് ശേഷം നോക്കിയ 3310 ഓൺ ചെയ്യുമ്പോൾ 70% ചാർജായിരുന്നു.,FALSE
FAKE_2051,ഇന്ത്യൻ ഫുട്ബോൾ താരം സഹൽ അബ്ദുൽ സമദിനെ ഇംഗ്ലണ്ടിലെ ബ്ലാക്ക്ബേൺ റോവേഴ്സ് ക്ലബ് നാലാഴ്ചത്തെ ട്രയലിനായി ക്ഷണിച്ചു.,MOSTLY FALSE
FAKE_2052,91000 കോടി വായ്പയെടുത്ത് IL&FC ഡയറക്ടര്‍ രവി പാർത്ഥസാരഥി ഇംഗ്ലണ്ടിലേക്ക് മുങ്ങി,FALSE
FAKE_2053,പ്രയാഗ്‌രാജിൽ പാകിസ്ഥാൻ പതാക ഉയർത്തിയ പള്ളി പൊളിച്ചു.,FALSE
FAKE_2054,പാകിസ്ഥാന്‍ പതാക ഉയര്‍ത്തിയതിന് യുപിയിലെ പ്രയാഗ്‌രാജില്‍ മസ്ജിദ് പൊളിച്ചു നീക്കുന്ന ദൃശ്യം.,MOSTLY FALSE
FAKE_2055,സിംബാബ്‌വെ ക്രിക്കറ്റ് ഇതിഹാസം ഹീത്ത് സ്ട്രീക്ക് അന്തരിച്ചു,FALSE
FAKE_2056,വനിതാ ക്രിക്കറ്റ് താരം റാഷി കനോജിയയുടെ ഫോട്ടോ,HALF TRUE
FAKE_2057,ഇന്നലെ നടന്ന ടി20 ക്രിക്കറ്റ് മത്സരത്തില്‍ പാകിസ്ഥാന്‍ പരാജയപ്പെട്ടപ്പോള്‍ ടിവി തല്ലിപ്പൊളിക്കുന്ന ആരാധകന്‍.,FALSE
FAKE_2058,ക്രിക്കറ്റ് മല്‍സരത്തില്‍ പാകിസ്ഥാനെതിരെ ഇന്ത്യയുടെ വിജയം ആഘോഷിക്കുന്ന ദുബായ് ഷെയ്ഖ്,FALSE
FAKE_2059,മൂത്ത സഹോദരൻ വിരാട് കോലി ഇളയ സഹോദരൻ ഋഷഭ് പന്തിനെ കാണാൻ ആശുപത്രിയിൽ എത്തി,FALSE
FAKE_2060,വിരാട് കോഹ്‌ലി ഭാരത് ജോഡോ യാത്രയുടെ ടി ഷര്‍ട്ട് ധരിച്ചു,FALSE
FAKE_2061,ഭാരത് ജോഡോ യാത്രയുടെ ലോഗോ പ്രിന്റ് ചെയ്ത ടീ ഷേര്‍ട്ട് ധരിച്ച് വിരാട് കോഹ്ലി.,FALSE
FAKE_2062,റിപ്പബ്‌ളിക് ദിന പരേഡില്‍ തമിഴ് എഴുതിയ ടാബ്ലോയുമായി തമിഴ്‌നാട്,MOSTLY FALSE
FAKE_2063,തമിഴ് താരം വിജയുടെ ഇറങ്ങാനിരിക്കുന്ന ചിത്രത്തിന്റെ ഫസ്റ്റ് ലുക്ക് പോസ്റ്റർ ഓട്ടോ ബ്രാൻഡിനായി ദുൽഖർ സൽമാൻ അഭിനയിച്ച പരസ്യചിത്രത്തിൽ നിന്ന് പകർത്തിയതാണ്.,FALSE
FAKE_2064,വിജയ് നായകനാകുന്ന തമിഴ് ചിത്രം ബീസ്റ്റ് നിരോധിക്കണമെന്നാവശ്യപ്പെട്ട് IUML രംഗത്തുവന്നു,MOSTLY FALSE
FAKE_2065,"ഊട്ടി ട്രെയിൻ അന്താരാഷ്ട്ര നിലവാരത്തിലേക്ക് ഉയർത്തപ്പെട്ടതായി ധനമന്ത്രി പ്രഖ്യാപിച്ചതായി ഉദ്ധരിച്ച തമിഴ് പ്രാദേശിക വാർത്താ ചാനലായ പുത്തിയത്തലൈമുരൈയുടെ വൈറൽ ഗ്രാഫിക് പ്ലേറ്റ്. 3,000 രൂപ ടിക്കറ്റ് നിരക്ക് താങ്ങാൻ കഴിയുന്നില്ലെങ്കിൽ ആളുകൾ ഊട്ടി സന്ദർശിക്കാൻ ആഗ്രഹിക്കുന്നത് എന്തുകൊണ...",FALSE
FAKE_2066,"ഫേസ്ബുക്ക് ഉപയോക്താവ് ഗണേഷ് ചേതന ഗൗഡ 2020 നവംബർ 22 ന് കന്നഡയിൽ വീഡിയോ അപ്‌ലോഡ് ചെയ്തു, “ഇങ്ങനെ എഴുതി,“ പാക്കിസ്ഥാൻ മാധ്യമപ്രവർത്തകൻ മോദിയെക്കുറിച്ച് സംസാരിക്കുന്നു… ”",FALSE
FAKE_2067,"ആന്ധ്രാ കരീം നഗറിലെ, നീല ഗിരി തോട്ടത്തില്‍ കണ്ട പാമ്പ്. മനുഷ്യന്‍ കരയുന്നത് പോലെ കരയുന്നു..",MOSTLY FALSE
FAKE_2068,ഡൽഹി ജഗന്നാഥ ക്ഷേത്രത്തിന്റെ ശ്രീകോവിലിൽ രാഷ്ട്രപതി ദ്രൗപതി മുർമുവിനെ പ്രവേശിപ്പിച്ചില്ല.,PARTLY FALSE
FAKE_2069,*അറിയാത്തവർ അറിയട്ടെ* ..... _മാധ്യമങ്ങൾ നിങ്ങളോട് പറയാത്തത്_..??? *Fair & Lovely* എന്ന ക്രീമിൽ *പന്നി* നെയ്യ് ചേർത്തിട്ടുണ്ട് എന്നത് ചെന്നൈ ഹൈക്കോടതിയിൽ കമ്പനി സമ്മതിച്ചു എന്നതും *Kit Kat* എന്ന ചോക്ലേറ്റിൽ മാടിന്റെ ഇറച്ചിയിൽ നിന്നും വേർതിരിക്കുന്ന പദാർത്ഥങ്ങൾ ഉണ്ട് എന്നത് _നെസ്ല...,MOSTLY FALSE
FAKE_2070,ചെന്നൈയിൽ മുകളിലെ കോൺക്രീറ്റ് തറ തകർന്നതിനെ തുടർന്ന് ആളുകൾ ഓവുചാലിലേക്ക് വീഴുന്നു.,FALSE
FAKE_2071,"കാശിനുവേണ്ടി കോവിഡ് രോഗികളെ അതിക്രൂരമായി കൊല്ലുന്നു, ബാംഗ്ലൂർ ഹോസ്പിറ്റലിൽ നിന്നുള്ള ദൃശ്യം",MOSTLY FALSE
FAKE_2072,സ്വപ്ന സുരേഷിനെ പിടികൂടിയത് ബാംഗ്ലൂരിൽ പിണറായി വിജയന്‍റെ മകൾ വീണയുടെ ഫ്ലാറ്റിൽ നിന്ന് എന്ന വാർത്തയുടെ സ്ക്രീന്‍ഷോട്ട്,FALSE
FAKE_2073,കോയമ്പത്തുരിൽ ചില റെസ്റ്റാറ്റാറ ണ്ടുകളിൽ ഹിന്ദു കസ്റ്റമര്മാർക്ക് പ്രത്യുത്പാദനശേഷി നശിക്കാനുള്ള മരുന്ന് ചേർത്ത് ബിരിയാണിയും മുസ്‌ലിംകൾക്ക് ആ മരുന്ന് ചേർക്കാത്ത ബിരിയാണിയും വിളമ്പിയതിന് ചിലരെ പോലീസ് അറസ്റ്റ് ചെയ്തു,FALSE
FAKE_2074,കടുത്ത മഴയിൽ കേരളത്തിലെ റോഡിലൂടെ ഒഴുകിപ്പോകുന്ന ബിരിയാണി ചെമ്പിന്റെ വീഡിയോ.,MOSTLY FALSE
FAKE_2075,WD നിർമ്മിച്ച മെഡിക്കൽ കോളേജ് പാലം തകർന്നു.,PARTLY FALSE
FAKE_2076,യോഗി സര്‍ക്കാര്‍ അധികാരമേറ്റെടുക്കും മുന്‍പ് യുപിയില്‍ 12 മെഡിക്കല്‍ കോളെജുകള്‍ മാത്രമാണ് ഉണ്ടായിരുന്നത്,MOSTLY FALSE
FAKE_2077,കോവിഡ് ലക്ഷണങ്ങൾ തിരിച്ചറിയുന്നതിനായി ഡൽഹി AIIMS പുറപ്പെടുവിച്ച സന്ദേശം,MOSTLY FALSE
FAKE_2078,കോണ്‍ഗ്രസ് സര്‍ക്കാരുകള്‍ രാജ്യത്തിന് നല്‍കിയത് രണ്ട് AIIMS ആശുപത്രികള്‍ മാത്രമാണ്,MOSTLY FALSE
FAKE_2079,ഇദേഹം ഡോ. സഹീദ് മജീദ്. എഐഎംഎസിലെ സീനിയർ ഡോക്ടറാണ്. ഇദേഹം ഇപ്പോൾ ക്വാറന്‍റൈനിലാണ്. കാരണം ചികിത്സയിലുണ്ടായിരുന്ന കൊവിഡ് രോഗിക്ക് ഹൃദയാഘാതം സംഭവിച്ചപ്പോൾ തന്‍റെ സുരക്ഷാ പരിഗണിക്കാതെ പിപിഇ കിറ്റൊക്കെ ഊരിമാറ്റി രോഗിയുടെ വായിൽ സ്വന്തം വായ ചേർത്തുവച്ച് ശ്വസം നൽകി ജീവൻ രക്ഷിച്ച മാലാഖ,HALF TRUE
FAKE_2080,കേരളത്തിൽ കാസർഗോഡ് മുതൽ കന്യാകുമാരിവരെ പത്തുവരി പാത നിർമ്മിക്കും എന്ന് മുഖ്യമന്ത്രി പിണറായി വിജയൻ.,FALSE
FAKE_2081,പഴയ എഞ്ചിനുമായി വന്ദേ ഭാരത് എക്‌സ്പ്രസ്സ്,FALSE
FAKE_2082,വന്ദേഭാരത് എക്‌സ്പ്രസിൽ പോസ്റ്റർ പതിച്ചത് സിപിഎം പ്രവർത്തകർ,FALSE
FAKE_2083,കേരളത്തിലെ വന്ദേ ഭാരത് എക്‌സ്പ്രസിൽ മാലിന്യങ്ങൾ.,FALSE
FAKE_2084,കേരളത്തിൽ പുതുതായി ഉദ്ഘാടനം ചെയ്ത വന്ദേ ഭാരത് എക്‌സ്‌പ്രസിന്റെ മേൽക്കൂര ചോർന്നൊലിക്കുന്നതിനാൽ ലോക്കോ പൈലറ്റ് കുട പിടിച്ചിരിക്കുന്നത് ഫോട്ടോ,PARTLY FALSE
FAKE_2085,റഷ്യയിൽ നിന്ന് 120 വന്ദേ ഭാരത് ട്രെയിനുകൾ,HALF TRUE
FAKE_2086,വന്ദേ ഭാരത് ട്രയിനുകള്‍ കേരളത്തിന് അനുവദിച്ചാല്‍ കെ റെയില്‍ ഒഴിവാക്കുന്നതില്‍ പ്രശ്‌നമില്ലെന്ന് ധനമന്ത്രി കെഎന്‍ ബാലഗോപാല്‍,MOSTLY FALSE
FAKE_2087,യു പിയിലെ വാരാണസിയിൽനിന്നുള്ള ഒരു പച്ചക്കറി വിൽപ്പനക്കാരൻ കസ്റ്റമര്മാര് തക്കാളി മോഷ്ടിക്കുന്നത് തടയാൻ കൂലിക്കാരെ ഏർപ്പെടുത്തി,FALSE
FAKE_2088,ഫ്രാൻസിൽ കലാപകാരികൾ മൃഗശാല തുറന്നുവിട്ടപ്പോൾ പുറത്തെത്തിയ സീബ്ര,FALSE
FAKE_2089,പ്രിയങ്കാ ഗാന്ധിയുടെ മകള്‍ ജോനിതാ ഗാന്ധിയുടെ ഗാനം.,MOSTLY FALSE
FAKE_2090,നെഹ്രു കുടുംബത്തിൽ നിന്നും ഒരു ഗായിക.... പ്രിയങ്ക ഗാന്ധിയുടെയും റോബർട്ട് വദേരയുടേയും മകൾ ജോനിറ്റ ഗാന്ധി യുടെ മനോഹര ഗാനങ്ങൾ,FALSE
FAKE_2091,എല്‍ദോസ് കുന്നപ്പിള്ളി എംഎല്‍എയ്‌ക്കെതിരെയുള്ള പീഡന പരാതിയെ കുറിച്ചുള്ള വാര്‍ത്ത മനോരമ ന്യൂസ് വളച്ചൊടിച്ച് നല്‍കി,FALSE
FAKE_2092,ഉത്തര്‍പ്രദേശ് തിരഞ്ഞെടുപ്പില്‍ എസ്പിക്ക് മുന്‍തൂക്കമെന്ന് എല്ലാ എക്‌സിറ്റ് പോള്‍ സര്‍വെകളും വ്യക്തമാക്കുന്നു.,FALSE
FAKE_2093,ശോചനീയാവസ്ഥയിലുള്ള കേരളത്തിലെ റോഡ്.,HALF TRUE
FAKE_2094,ബലാത്സംഗം ചെയ്യപ്പെട്ട അഞ്ചു വയസ്സുകാരിയുടെ പിതാവ് പ്രതിഷേധിക്കുന്നു.,FALSE
FAKE_2095,"ഐഗുൽ ഷെയ്ഖുട്ടിനോവ, എകാറ്ററിന സ്ട്രോയ്നോവ, എകാറ്ററിന ലോഗിനോവ് എന്നിവയാണ് ഈ മൂന്ന് ജിംനാസ്റ്റിക്സ് താരങ്ങൾ. അവ പരസ്പരം കുടുംബ ബന്ധങ്ങളുമായി ബന്ധപ്പെട്ടതല്ല. വൈറൽ അവകാശവാദം തെറ്റാണ്.",FALSE
FAKE_2096,കനേഡിയൻ പ്രധാനമന്ത്രി ജസ്റ്റിൻ ട്രൂഡോയെ 'വിഡ്ഢി' എന്ന് വിശേഷിപ്പിച്ച് റഷ്യൻ പ്രസിഡന്റ് വ്ളാഡിമിർ പുടിൻ.,FALSE
FAKE_2097,നിഗൂഢമായ കുളത്തിൽ സ്വകാര്യ പാചകക്കാരൻ മുങ്ങിമരിച്ചതെങ്ങനെയെന്ന് ഒബാമ ഒടുവിൽ വെളിപ്പെടുത്തുന്നു,FALSE
FAKE_2098,മനുഷ്യക്കടത്തിൽ ഏർപ്പെട്ടിരിക്കുന്നുവെന്ന് കണ്ടെത്തിയതായി കരുതപ്പെടുന്ന ഒരു യുണൈറ്റഡ് നേഷൻസ് വാൻ സെനഗലിൽ ഒരു ജനക്കൂട്ടം ആക്രമിക്കുന്നതായി കാണിക്കുന്നു,FALSE
